Unit Name,Price,Description,Street Address,Bedroom/s,Bathroom/s,Region,City,Barangay,Floor Area,Lot Area,Parking Space,Pet Friendly,Link,Images,Special Character?
Female bedspacers,3500,"Looking for female bed spacers. 
Fresh Condo unit

Location: Urban Deca Homes Tondo (Vitas)

Accessible/Near to:

?? Public transportation
?? Food panda and grab food
?? Deca Mall and Hypermarket
?? Puregold Tayuman
?? Tondo Medical
?? Tayuman LRT Station
?? Divisoria
?? Lucky China Town Mall
?? Tutuban
?? SM San Lazaro
?? Metropolitan Medical Center
?? FEU
?? UE 
?? UST
?? Lyceum
?? Letran
?? Quiapo Church
?? Lawton
?? Intramuros
?? PRC

PM for details",,,1,Metro Manila (NCR),Manila,Tondo - Barangay 1,23,,,,https://www.carousell.ph/p/female-bedspacers-1061752234/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=10ohaYzZQznwd166&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/10/female_bedspacers_1610252502_9c28bf02_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/10/female_bedspacers_1610252502_6088e706_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/10/female_bedspacers_1610252502_19b0566c_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/10/female_bedspacers_1610252503_e7277514_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/10/female_bedspacers_1610252503_05b7d7ef_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/10/female_bedspacers_1610252503_c88bd39c_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/10/female_bedspacers_1610252503_e9c84e7b_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/10/female_bedspacers_1610252503_6eccb053_progressive.jpg",description
Female Bedspace Ortigas,3500,"Available now!!!!
for female only

Our unit is located in San Antonio Village Pasig.

>Near Capitol Commons, SSS, Pag-ibig, Astoria and Ultra.

>15 mins walk to Tektite, Metrowalk, Podium, Ortigas Business Center, Megamall.

>5 mins walk to Estancia/Capitol Commons

Included:
Electricity
Water
Wifi access
Stove
Cable
Cooking utensils
use of ref, microwave,coffee maker, kettle
4000 - with AC

Highly secured 24/7 security.

Requirements:
Photocopy of Govt issued ID, COE  or NBI

Viewing sched.
Anytime - ( please text prior viewing)
Contact # 09266632576",Bgry. San Antonio,1,1,Metro Manila (NCR),Pasig City,,52,,0,,https://www.carousell.ph/p/female-bedspace-ortigas-244521978/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=zr0dB_bjOpxpeR9S&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/8/26/female_bedspace_ortigas_1598444145_94ce5825_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/08/female_bedspace_for_rent_1565274006_8cef808e_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/26/female_bedspace_ortigas_1598444145_693e8f70_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/26/female_bedspace_ortigas_1598444146_4dc65a74_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/26/female_bedspace_ortigas_1598444146_9bb0981e_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace_ortigas_1610958047_7459d687_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace_ortigas_1610958047_1ff7fa43_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/26/female_bedspace_ortigas_1598444146_e3b64d8d_progressive.jpg",
Bedspace for Male in Makati 2500,2500,"The place is near and walkable to Makati Circuit, near Ayala Avenue, Makati Ave. 

Near at the vicinity Sacramento Market, South ave., along J. P. RIZAL

1.  1 month deposite 1 month advance payment
2. FREE basic water and electricity
3. Additional payment for electricity for additional appliance
4. 2 Clean  common Rest Room 
5. Wifi available
6. Wifi and electricity negotiable additional payment for Work From Home status
7.  Labatory for laundry
8. Cabin provided with locker
9. Key for gate and doors is provided.
10. No curfew","5930 San Diego St. Brgy. Olympia Makati City

09065276388
09171599815
Look for Wilfredo N. Uriarte Jr.

Fb: Direk Uri Arte",5,2,Metro Manila (NCR),Makati City,Olympia,20,,,,https://www.carousell.ph/p/bedspace-for-male-in-makati-2500-1054929332/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=zr0dB_bjOpxpeR9S&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/12/10/bedspace_for_male_in_makati_25_1607564521_bc59349f_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/19/bedspace_for_male_in_makati_25_1608353565_85393dd3_progressive.jpg",
Female Bedspace at Axis Residences,4500,"- Axis Residences is located along Pioneer St., Mandaluyong City, right next to Cybergate 3
- Amenities include free use of gym, outdoor pool and basketball court 
-The unit is fully furnished 
- Kitchen is furnished with a ref, microwave, induction stove, range hood 
- Bedroom is furnished with AC, Ddecks & mattress, 4 wardrobe cabinet (1 cabinet per tenant) 
- Each bedspace has its own curtain for privacy & to block out all light for undisturbed sleep    
- Free use of gym & outdoor swimming pool   
- Upper deck rate is Php4500, lower deck rate isPhp4700   
- Rental rate does not include condo dues, Water and Electric bill 
- Condo Dues is 500 per person

Minimum length of stay: 6 months
Terms of payment: 1 month advance, 2 months deposit",Pioneer St,0,1,Metro Manila (NCR),Mandaluyong City,,24,,,,https://www.carousell.ph/p/female-bedspace-at-axis-residences-1010100366/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=zr0dB_bjOpxpeR9S&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/12/26/female_bedspace_at_axis_reside_1608975922_b1fc1c45_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/26/female_bedspace_at_axis_reside_1608975922_1f74e421_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/26/female_bedspace_at_axis_reside_1608975922_d5385d9e_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/20/female_bedspace_at_axis_reside_1595257204_8365346b_progressive, https://media.karousell.com/media/photos/products/2020/7/20/female_bedspace_at_axis_reside_1595261936_1639a6fb_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/20/female_bedspace_at_axis_reside_1595261936_0d8dc45d_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/20/female_bedspace_at_axis_reside_1595261936_ec6d0e1e_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/20/female_bedspace_at_axis_reside_1595261782_98a011b2_progressive, https://media.karousell.com/media/photos/products/2020/7/20/female_bedspace_at_axis_reside_1595262148_1e1e79cb_progressive, https://media.karousell.com/media/photos/products/2020/7/20/female_bedspace_at_axis_reside_1595262148_4cd95862_progressive",
Pacific Regency Condo Sharing Female Bedspace LRT CSB DLSU St Scho,4000,"Located in front of Rizal Stadium
Walking distance to LRT, De La Salle University  Manila, College of Saint Benilde, St. Scholastica's College

Address: Pacific Regency 760 P. Ocampo St. Malate, Manila

All In (Inclusive of Association Dues, water & electricity)

Guaranteed for 4 Female Occupants only
Available for viewing and occupancy

Comes with bed, mattresses, cabinets
with WiFi, Television, microwave & Fan
Free Use of amenities (swimming pool & gym)
Convenient stores, laundry shops, and restaurants nearby. 

1 month advance 1 
month deposit
Minimum of  3 months stay 
Please contact for viewing schedule
0 9 1 7 5 5 1 9 4 6 5",,,,Metro Manila (NCR),Manila,,28,,,,https://www.carousell.ph/p/pacific-regency-condo-sharing-female-bedspace-lrt-csb-dlsu-st-scho-238529979/?t-id=gNx0pUy1Ly_1612249757220&t-referrer_browse_type=search_results&t-referrer_request_id=b4wbdNKakPf6KLpA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_65c8041c.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_1311ad60.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_8dba4feb.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_88f62bc9.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_d823e73d.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_453a7311.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_320853a4.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_b1b7014b.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235225_238529979_9dfda54b.jpg",
GA tower condo bedspace pioneer boni ortigas shaw rockwell cybergate,4500,"G.A Towers Condo Bed Space for MALE near pioneer ortigas shaw cybergate mandaluyong bgc rockwell

•Spacious with full size comfortable bed
•Near office and mrt- save time and traffic stress
•Cozy Fully furnished - appliances and furniture

Location: 
Mandaluyong City in front of Boni Ave. MRT Station (right in front of boni mrt station)

2 Bedroom Unit- Fully Furnished
With 2 Comfort room

MALE BEDSPACE
Price: 
Bedroom 1 (Max 2 person): 

Bedroom 2 (Max 4 person): 

PACKAGES:
Free WIFI, CABLE (inside the unit)
Inclusive of Condo dues
Air-Conditioned per room - comfortable sleep
Refrigerator 
LED TV - 27inches
Microwave, induction cooker
Cabinets (big size for all your clothes)
Bed with matress- full size
Shoe rack
Dining set
Flat Iron with Stand

AMENITIES:
Swimming pool
Gym

For inquiries pls PM/SMS Joseph 0917 861 3675 or 09366120776",,2,2,Metro Manila (NCR),Manila,,52,,,,https://www.carousell.ph/p/ga-tower-condo-bedspace-pioneer-boni-ortigas-shaw-rockwell-cybergate-239348899/?t-id=gNx0pUy1Ly_1612249757220&t-referrer_browse_type=search_results&t-referrer_request_id=b4wbdNKakPf6KLpA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_b7c91f01.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_b7c91f01.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_a0b66076.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_d3c78627.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_a9b5032b.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_5b92d81d.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_98babcfb.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_bf39ed72.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_11010ac6.jpg, https://media.karousell.com/media/photos/products/2019/07/13/002133_239348899_bfe1c848.jpg",description
Female Bedspace in Pasay City,3000,"Female Bedspace for rent RCD Pasay Townhouse Cabrera Street Pasay walking distance to Edsa

Female Bedspace 
- 3,000.00 inclusive water & meralco.
- Additional 100.00 per appliances

1 months deposit, 1 month advance",,5,4,Metro Manila (NCR),Pasay City,,99,,0,,https://www.carousell.ph/p/female-bedspace-in-pasay-city-1020407794/?t-id=gNx0pUy1Ly_1612249757220&t-referrer_browse_type=search_results&t-referrer_request_id=b4wbdNKakPf6KLpA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/01/05/female_bedspace_in_pasay_city_1609835561_98f2f75ce_progressive, https://media.karousell.com/media/photos/products/2021/01/05/female_bedspace_in_pasay_city_1609835562_2b863247e_progressive, https://media.karousell.com/media/photos/products/2021/01/05/female_bedspace_in_pasay_city_1609835562_c195cb49e_progressive, https://media.karousell.com/media/photos/products/2021/01/05/female_bedspace_in_pasay_city_1609835562_036434c5e_progressive, https://media.karousell.com/media/photos/products/2021/01/05/female_bedspace_in_pasay_city_1609835562_a32f22c7e_progressive, https://media.karousell.com/media/photos/products/2021/01/05/female_bedspace_in_pasay_city_1609835562_8a6a8412e_progressive",
"For Lease: Bedspace/Dorm in Manila, Makati, and Taguig area",1000,"Available Inventory:
1. Solo Rooms - P1,250/room per day
2. Dorm Type Rooms - P400/bed per day

*Open for short-term lease (15 days and up)"," Manila NCR, Manila",0,,Metro Manila (NCR),Manila,,0,0,0,,https://www.carousell.ph/p/for-lease-bedspace-dorm-in-manila-makati-and-taguig-area-285938748/?t-id=gNx0pUy1Ly_1612249757220&t-referrer_browse_type=search_results&t-referrer_request_id=b4wbdNKakPf6KLpA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_bedspacedorm_in_manila_makati_and_taguig_area_1609232736_096d57ede_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_bedspacedorm_in_manila_makati_and_taguig_area_1609232736_31b2f961e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_bedspacedorm_in_manila_makati_and_taguig_area_1609232736_5b44acb3e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_bedspacedorm_in_manila_makati_and_taguig_area_1609232736_bc43cdb7e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_bedspacedorm_in_manila_makati_and_taguig_area_1609232737_ca9cf061e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_bedspacedorm_in_manila_makati_and_taguig_area_1609232737_21786a3ce_progressive",
Bedspace for Girl only,4500,"BEDSPACE FOR GIRLS  in the most safest place in manila Area, Bagong lipunan ng Crame quezon City.

RENT PER MONTH:
4,500 lower deck
4000 upper deck
 except water and electricity bill..

WITH 24 HOURS SECURITY....

TERMS:
one month advance and 2months deposit
with 1 year minimum contract.

Free use of:
3 in 1 washing machine
Windows type aircon
Mini refrigerator
Flat screen led TV
Induction cooker 
Condominium amenities(Swimming pool and  exercise area)

For inquiry please contact 09310055336

Requirements:
NBI
1 Government ID
If student: student ID with NBI
If working: company ID with NBI",Avida Tower New Manila,0,1,Metro Manila (NCR),Quezon City,Bagong Lipunan Ng Crame,20,,0,,https://www.carousell.ph/p/bedspace-for-girl-only-1062181534/?t-id=gNx0pUy1Ly_1612249757220&t-referrer_browse_type=search_results&t-referrer_request_id=w7SFxc_aokLgtw1K&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/1/12/bedspace_for_girl_only_1610424932_431ba189_progressive.jpg,
Male Bedspace in Makati and Ayala,3000,"Male Bedspace in Makati and Ayala
Price Starts at P3000-7000

Features:
*All in with water, electricity, WIFI and cable
*Price varies depending on condo and room type
*Weekly house keeping
*Gated, with guards and/or with CCTV
*With locker/cabinet
*Friendly admins
*Option for aircon
*Covid-free

Units are near the following landmarks:

Glorietta 4
LRT Gil Puyat
Cash and Carry
Walter Mart
Export Bank
RCBC Plaza

Requirements:
1) Photocopy of valid IDs
2) One month advance and one month deposit

Reserve now to ensure slot during GCQ. Our units are COVID free due to cooperation of our residents to our barangay and LGU. We practice social distancing. For unit visits, please ensure that you have quarantine permit, mask and/or face shield. Before entering our unit, kindly allow us to check your temperature for Covid-free environment.

#Bedspace #Dormitory #Roomsharing #Condosharing #Apartment #MaleBedspace

Contacts:
09770090167
09770090141
09069125200
09956394735",Makati and Ayala,2,2,Metro Manila (NCR),Makati City,,,,0,,https://www.carousell.ph/p/male-bedspace-in-makati-and-ayala-1017097696/?t-id=gNx0pUy1Ly_1612249757220&t-referrer_browse_type=search_results&t-referrer_request_id=3rCWGKAeuClW6hjd&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440671_79c96340_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_97eec6c9_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_ede14192_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_07ff2851_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_43f22d8e_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_0c01ad9c_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_ba1f8a63_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_87ca8737_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_b65135c1_progressive, https://media.karousell.com/media/photos/products/2020/6/29/male_bedspace_in_makati_and_ay_1593440672_69ff7625_progressive",
